transaction_id,transaction_timestamp,product_id,store_id,quantity,unit_price,discount_amount,campaign_id,last_modified_timestamp
TXN00096686,2025-03-31 13:16:23,P0211,S027,1,13.26,0.0,,2025-03-31 13:16:23
TXN00032040,2025-02-01 13:00:24,P0091,S001,1,11.58,0.0,,2025-02-01 13:00:24
TXN00030269,2025-01-30 13:04:19,P0131,S002,3,2.19,0.0,,2025-01-30 13:04:19
TXN00019683,2025-01-19 13:58:04,P0003,S004,1,11.71,0.0,,2025-01-19 13:58:04
TXN00017511,2025-01-18 19:31:56,P0048,S018,2,3.42,0.0,,2025-01-18 19:31:56
TXN00037309,2025-02-05 19:05:34,P0025,S007,2,1.38,0.0,,2025-02-05 19:05:34
TXN00012118,2025-01-12 21:55:44,P0142,S024,4,3.76,0.0,,2025-01-12 21:55:44
TXN00103517,2025-04-06 16:33:01,P0022,S026,4,12.34,0.0,,2025-04-06 16:33:01
TXN00002200,2025-01-03 13:21:19,P0207,S006,3,13.44,0.0,,2025-01-03 13:21:19
TXN00107783,2025-04-10 12:02:04,P0163,S009,1,5.91,0.0,,2025-04-10 12:02:04
TXN00092096,2025-03-28 21:59:24,P0051,S024,1,15.63,0.0,,2025-03-28 21:59:24
TXN00025966,2025-01-26 20:46:55,P0203,S008,1,7.52,0.0,,2025-01-26 20:46:55
TXN00007229,2025-01-07 12:47:17,P0161,S001,2,2.89,0.0,,2025-01-07 12:47:17
TXN00122064,2025-04-22 09:44:47,P0179,S014,1,15.79,0.0,,2025-04-22 09:44:47
TXN00050624,2025-02-18 21:30:31,P0068,S025,1,2.52,0.0,,2025-02-18 21:30:31
TXN00050905,2025-02-18 11:29:29,P0205,S008,2,16.2,0.0,,2025-02-18 11:29:29
TXN00117032,2025-04-18 20:37:01,P0168,S001,4,8.94,0.0,,2025-04-18 20:37:01
TXN00030612,2025-01-31 18:46:53,P0003,S027,1,11.84,0.0,,2025-01-31 18:46:53
TXN00108935,2025-04-11 08:42:46,P0139,S004,2,2.43,0.0,,2025-04-11 08:42:46
TXN00031171,2025-01-31 12:19:49,P0049,S015,2,10.74,0.0,,2025-01-31 12:19:49
TXN00067487,2025-03-05 13:07:00,P0146,S013,1,1.89,0.0,,2025-03-05 13:07:00
TXN00070482,2025-03-08 13:02:02,P0207,S018,4,13.28,21.25,C024,2025-03-08 13:02:02
TXN00063221,2025-03-01 17:36:22,P0186,S006,2,2.88,0.0,,2025-03-01 17:36:22
TXN00069399,2025-03-07 20:56:07,P0008,S018,1,4.38,0.0,,2025-03-07 20:56:07
TXN00069755,2025-03-07 17:11:19,P0079,S001,1,5.41,0.0,,2025-03-07 17:11:19
TXN00028668,2025-01-29 17:20:34,P0011,S026,5,4.88,9.76,C015,2025-01-29 17:20:34
TXN00067065,2025-03-05 13:08:52,P0013,S019,2,5.07,0.0,,2025-03-05 13:08:52
TXN00064695,2025-03-02 12:14:09,P0129,S011,1,8.57,0.86,C012,2025-03-02 12:14:09
TXN00128483,2025-04-27 21:56:45,P0172,S023,1,3.67,0.73,C018,2025-04-27 21:56:45
TXN00127843,2025-04-27 14:05:14,P0155,S006,2,4.21,0.0,,2025-04-27 14:05:14
TXN00046094,2025-02-14 18:27:55,P0068,S013,3,2.58,0.0,,2025-02-14 18:27:55
TXN00126954,2025-04-26 21:18:37,P0146,S014,2,1.86,0.93,C034,2025-04-26 21:18:37
TXN00109518,2025-04-11 12:36:24,P0207,S001,-5,13.87,0.0,,2025-04-11 12:36:24
TXN00113136,2025-04-14 16:46:07,P0146,S005,1,1.83,0.46,C034,2025-04-14 16:46:07
TXN00003744,2025-01-04 15:21:00,P0203,S017,3,7.56,0.0,,2025-01-04 15:21:00
TXN00034575,2025-02-02 15:17:59,P0189,S018,1,4.62,0.0,,2025-02-02 15:17:59
TXN00087708,2025-03-23 17:21:04,P0068,S019,3,2.63,0.0,,2025-03-23 17:21:04
TXN00051189,2025-02-18 13:09:31,P0041,S014,2,6.55,0.0,,2025-02-18 13:09:31
TXN00015907,2025-01-16 18:44:42,P0095,S018,2,3.0,0.0,,2025-01-16 18:44:42
TXN00024445,2025-01-25 19:48:28,P0131,S028,1,2.19,0.0,,2025-01-25 19:48:28
TXN00024225,2025-01-25 12:52:55,P0076,S016,1,8.89,0.0,,2025-01-25 12:52:55
TXN00043479,2025-02-11 17:41:46,P0188,S008,1,9.27,0.0,,2025-02-11 17:41:46
TXN00098803,2025-04-02 16:57:47,P0149,S014,1,3.52,0.0,,2025-04-02 16:57:47
TXN00029669,2025-01-30 14:04:24,P0193,S018,3,9.58,0.0,,2025-01-30 14:04:24
TXN00121081,2025-04-21 13:11:49,P0040,S027,2,4.71,0.0,,2025-04-21 13:11:49
TXN00080228,2025-03-16 19:13:06,P0071,S003,3,26.35,0.0,,2025-03-16 19:13:06
TXN00027742,2025-01-27 19:29:13,P0079,S008,1,5.49,0.0,,2025-01-27 19:29:13
TXN00006334,2025-01-06 12:40:16,P0172,S001,2,3.6,0.0,,2025-01-06 12:40:16
TXN00081959,2025-03-18 13:46:18,P0195,S004,1,4.81,0.0,,2025-03-18 13:46:18
TXN00067909,2025-03-06 15:58:00,P0209,S021,1,1.39,0.0,,2025-03-06 15:58:00
TXN00082077,2025-03-18 12:28:19,P0014,S013,1,6.92,0.25,,2025-03-18 12:28:19
TXN00032061,2025-02-01 11:21:16,P0087,S011,3,12.85,0.0,,2025-02-01 11:21:16
TXN00009858,2025-01-10 13:08:05,P0107,S023,3,2.94,0.57,,2025-01-10 13:08:05
TXN00094943,2025-03-30 10:14:45,P0132,S018,2,12.34,0.0,,2025-03-30 10:14:45
TXN00023472,2025-01-24 10:35:33,P0068,S006,3,2.61,0.0,,2025-01-24 10:35:33
TXN00061643,2025-02-28 18:24:00,P0197,S019,3,26.6,0.0,,2025-02-28 18:24:00
TXN00009733,2025-01-10 18:47:56,P0048,S027,2,3.43,0.0,,2025-01-10 18:47:56
TXN00071708,2025-03-09 18:52:24,P0193,S015,2,9.23,0.0,,2025-03-09 18:52:24
TXN00037234,2025-02-05 09:46:52,P0119,S027,2,4.52,0.0,,2025-02-05 09:46:52
TXN00131207,2025-04-30 21:49:05,P0068,S014,3,2.51,0.0,,2025-04-30 21:49:05
TXN00010203,2025-01-11 20:11:21,P0083,S008,1,7.93,0.0,,2025-01-11 20:11:21
TXN00061635,2025-02-28 19:02:55,P0068,S014,2,2.55,2.04,C036,2025-02-28 19:02:55
TXN00083702,2025-03-20 19:15:08,P0096,S006,1,16.43,0.0,,2025-03-20 19:15:08
TXN00087906,2025-03-23 17:04:53,P0095,S003,1,3.14,0.0,,2025-03-23 17:04:53
TXN00043409,2025-02-11 17:10:20,P0125,S004,1,11.8,0.0,,2025-02-11 17:10:20
TXN00076949,2025-03-14 10:09:52,P0150,S010,3,14.56,0.0,,2025-03-14 10:09:52
TXN00068005,2025-03-06 14:01:11,P0087,S018,3,12.88,0.0,,2025-03-06 14:01:11
TXN00125566,2025-04-25 12:59:25,P0068,S008,2,2.54,0.0,,2025-04-25 12:59:25
TXN00103871,2025-04-06 17:29:23,P0163,S007,3,5.67,0.0,,2025-04-06 17:29:23
TXN00053127,2025-02-21 17:12:33,P0008,S001,3,4.32,2.59,C030,2025-02-21 17:12:33
TXN00045164,2025-02-13 13:05:13,P0163,S013,4,5.76,6.91,C017,2025-02-13 13:05:13
TXN00094489,2025-03-29 14:30:29,P0045,S007,1,3.45,0.0,,2025-03-29 14:30:29
TXN00002022,2025-01-03 12:15:57,P0178,S021,4,5.77,0.0,,2025-01-03 12:15:57
TXN00018480,2025-01-19 17:30:35,P0210,S007,1,11.61,0.0,,2025-01-19 17:30:35
TXN00096026,2025-03-30 18:49:28,P0150,S001,1,15.32,0.0,,2025-03-30 18:49:28
TXN00117368,2025-04-18 17:32:58,P0179,S026,2,15.43,0.0,,2025-04-18 17:32:58
TXN00060462,2025-02-27 13:18:38,P0068,S014,3,2.6,3.12,C036,2025-02-27 13:18:38
TXN00073375,2025-03-10 10:23:37,P0179,S028,2,15.84,0.0,,2025-03-10 10:23:37
TXN00078719,2025-03-15 10:56:15,P0205,S027,4,15.44,0.0,,2025-03-15 10:56:15
TXN00073410,2025-03-10 19:23:03,P0199,S004,2,2.59,0.0,,2025-03-10 19:23:03
TXN00129418,2025-04-28 19:42:38,P0199,S028,2,2.59,0.0,,2025-04-28 19:42:38
TXN00020874,2025-01-21 12:10:57,P0150,S027,2,15.22,0.0,,2025-01-21 12:10:57
TXN00085297,2025-03-22 17:53:53,P0142,S014,4,3.9,0.0,,2025-03-22 17:53:53
TXN00045860,2025-02-14 12:03:35,P0050,S008,1,1.22,0.0,,2025-02-14 12:03:35
TXN00094607,2025-03-29 21:59:24,P0150,S014,1,14.6,0.0,,2025-03-29 21:59:24
TXN00090420,2025-03-26 10:14:47,P0048,S015,2,3.41,0.68,C002,2025-03-26 10:14:47
TXN00127812,2025-04-27 18:46:15,P0149,S006,1,3.47,0.0,,2025-04-27 18:46:15
TXN00062222,2025-03-01 18:41:21,P0150,S005,1,14.69,0.0,,2025-03-01 18:41:21
TXN00064464,2025-03-02 18:50:09,P0174,S014,3,5.03,1.16,,2025-03-02 18:50:09
TXN00115823,2025-04-17 13:20:15,P0146,S024,2,1.8,0.9,C034,2025-04-17 13:20:15
TXN00022937,2025-01-23 16:42:26,P0043,S027,2,10.55,0.0,,2025-01-23 16:42:26
TXN00071410,2025-03-09 20:09:42,P0207,S001,4,13.86,22.18,C024,2025-03-09 20:09:42
TXN00085361,2025-03-22 18:10:36,P0131,S015,9,2.2,1.64,,2025-03-22 18:10:36
TXN00034478,2025-02-02 12:44:37,P0140,S024,1,13.76,0.92,,2025-02-02 12:44:37
TXN00080730,2025-03-17 18:10:48,P0117,S006,2,2.77,0.0,,2025-03-17 18:10:48
TXN00038047,2025-02-06 19:45:38,P0002,S002,1,14.81,0.0,,2025-02-06 19:45:38
TXN00097300,2025-03-31 18:51:55,P0079,,1,5.52,0.0,,2025-03-31 18:51:55
TXN00103207,2025-04-05 18:09:17,P0150,S014,4,15.15,0.0,,2025-04-05 18:09:17
TXN00008307,2025-01-09 09:44:32,P0205,S023,2,16.14,0.0,,2025-01-09 09:44:32
TXN00102174,2025-04-05 11:26:24,P0123,S014,4,11.63,0.0,,2025-04-05 11:26:24
TXN00019956,2025-01-20 19:11:43,P0150,S006,1,15.05,0.0,,2025-01-20 19:11:43
TXN00088073,2025-03-23 20:50:53,P0197,S001,2,27.17,0.0,,2025-03-23 20:50:53
TXN00129597,2025-04-28 12:48:34,P0079,S027,1,5.38,0.0,,2025-04-28 12:48:34
TXN00066717,2025-03-04 14:35:38,P0068,S014,1,2.61,1.04,C036,2025-03-04 14:35:38
TXN00036705,2025-02-05 12:43:07,P0068,S027,3,2.63,0.0,,2025-02-05 12:43:07
TXN00058871,2025-02-26 13:35:27,P0068,S014,2,2.49,1.99,C036,2025-02-26 13:35:27
TXN00048047,2025-02-15 16:29:02,P0173,S009,1,13.75,0.0,,2025-02-15 16:29:02
TXN00088000,2025-03-23 12:27:58,P0126,S004,1,13.98,0.0,,2025-03-23 12:27:58
TXN00113929,2025-04-15 18:37:46,P0048,S024,1,3.42,0.34,C002,2025-04-15 18:37:46
TXN00107323,2025-04-09 11:04:31,P0203,S024,1,7.19,0.0,,2025-04-09 11:04:31
TXN00054436,2025-02-22 17:51:18,P0146,S012,1,1.81,0.0,,2025-02-22 17:51:18
TXN00017796,2025-01-18 17:44:32,P0142,S018,3,3.7,0.0,,2025-01-18 17:44:32
TXN00114122,2025-04-15 15:49:05,P0208,S027,2,8.67,0.0,,2025-04-15 15:49:05
TXN00097372,2025-03-31 12:46:25,P0146,S024,3,1.85,0.0,,2025-03-31 12:46:25
TXN00104606,2025-04-06 18:37:56,P0181,S015,4,1.18,0.0,,2025-04-06 18:37:56
TXN00100384,2025-04-03 11:08:27,P0132,S014,1,12.85,0.0,,2025-04-03 11:08:27
TXN00123582,2025-04-24 13:46:34,P0181,S020,2,1.15,0.0,,2025-04-24 13:46:34
TXN00127909,2025-04-27 13:28:18,P0044,S003,2,3.22,0.0,,2025-04-27 13:28:18
TXN00125648,2025-04-25 12:09:59,P0172,S015,2,3.62,1.45,C018,2025-04-25 12:09:59
TXN00082981,2025-03-19 11:09:53,P0150,S010,1,14.51,0.0,,2025-03-19 11:09:53
TXN00002496,2025-01-03 13:36:31,P0059,S014,1,18.9,0.0,,2025-01-03 13:36:31
TXN00108189,2025-04-10 17:41:27,P0145,S009,2,8.27,0.0,,2025-04-10 17:41:27
TXN00030312,2025-01-30 11:52:53,P0145,S009,1,8.46,0.0,,2025-01-30 11:52:53
TXN00089826,2025-03-25 18:10:17,P0138,S008,2,8.83,0.0,,2025-03-25 18:10:17
TXN00113337,2025-04-14 11:56:39,P0150,S013,1,14.79,0.0,,2025-04-14 11:56:39
TXN00014328,2025-01-15 17:34:03,P0171,S003,1,9.32,0.0,,2025-01-15 17:34:03
TXN00048939,2025-02-16 16:15:58,P0150,S012,2,14.58,0.0,,2025-02-16 16:15:58
TXN00053335,2025-02-21 16:30:32,P0068,S004,3,2.5,0.0,,2025-02-21 16:30:32
TXN00122789,2025-04-23 12:00:48,P0069,S001,3,10.43,0.0,,2025-04-23 12:00:48
TXN00095594,2025-03-30 19:30:42,P0208,S006,2,8.78,0.0,,2025-03-30 19:30:42
TXN00088104,2025-03-23 16:24:13,P0199,S002,2,2.68,0.0,,2025-03-23 16:24:13
TXN00104992,2025-04-07 14:46:59,P0051,S001,1,15.02,0.0,,2025-04-07 14:46:59
TXN00018747,2025-01-19 16:09:14,P0057,S007,1,11.63,0.0,,2025-01-19 16:09:14
TXN00115057,2025-04-16 10:44:11,P0106,S009,2,4.75,0.0,,2025-04-16 10:44:11
TXN00013580,2025-01-14 20:28:10,P0068,S009,2,2.5,0.0,,2025-01-14 20:28:10
TXN00000180,2025-01-01 19:01:18,P0173,S015,1,14.1,0.28,,2025-01-01 19:01:18
TXN00053898,2025-02-21 19:20:57,P0172,S006,1,3.69,0.0,,2025-02-21 19:20:57
TXN00076510,2025-03-14 12:43:10,P0096,S022,2,16.98,0.0,,2025-03-14 12:43:10
TXN00032355,2025-02-01 13:35:15,P0196,S021,2,4.34,0.0,,2025-02-01 13:35:15
TXN00090670,2025-03-26 14:37:42,P0205,S002,1,15.61,0.0,,2025-03-26 14:37:42
TXN00030618,2025-01-31 18:34:06,P0087,S003,2,12.71,0.0,,2025-01-31 18:34:06
TXN00121368,2025-04-21 18:21:21,P0016,S001,2,19.24,0.0,,2025-04-21 18:21:21
TXN00029989,2025-01-30 13:02:49,P0032,S014,2,8.3,0.0,,2025-01-30 13:02:49
TXN00105340,2025-04-07 19:19:49,P0068,S024,3,2.6,0.0,,2025-04-07 19:19:49
TXN00098482,2025-04-02 12:01:37,P0046,S008,2,9.38,0.0,,2025-04-02 12:01:37
TXN00032222,2025-02-01 18:52:48,P0193,S017,1,9.12,0.0,,2025-02-01 18:52:48
TXN00039850,2025-02-08 13:44:02,P0120,S027,4,9.29,0.0,,2025-02-08 13:44:02
TXN00041318,2025-02-09 19:16:59,P0069,S011,4,10.37,6.22,C007,2025-02-09 19:16:59
TXN00059552,2025-02-26 11:44:08,P0186,S027,2,2.77,0.0,,2025-02-26 11:44:08
TXN00074350,2025-03-11 21:59:24,P0171,S015,3,9.78,0.0,,2025-03-11 21:59:24
TXN00112877,2025-04-14 19:21:56,P0109,S006,1,9.29,0.0,,2025-04-14 19:21:56
TXN00024856,2025-01-25 19:59:05,P0197,S015,2,27.28,0.0,,2025-01-25 19:59:05
TXN00024323,2025-01-25 21:59:24,P0049,S015,2,10.76,0.0,,2025-01-25 21:59:24
TXN00002169,2025-01-03 16:27:41,P0150,S012,2,14.49,0.0,,2025-01-03 16:27:41
TXN00014412,2025-01-15 13:28:18,P0197,S011,2,27.12,0.0,,2025-01-15 13:28:18
TXN00121939,2025-04-22 11:56:37,P0176,S014,2,2.87,0.0,,2025-04-22 11:56:37
TXN00030988,2025-01-31 16:05:53,P0159,S024,1,6.6,0.0,,2025-01-31 16:05:53
TXN00045797,2025-02-14 13:04:10,P0163,S015,6,5.69,10.24,C017,2025-02-14 13:04:10
TXN00037029,2025-02-05 17:05:24,P0172,S004,1,3.68,0.0,,2025-02-05 17:05:24
TXN00091214,2025-03-27 15:17:51,P0084,S007,4,15.96,9.58,C028,2025-03-27 15:17:51
TXN00130960,2025-04-30 12:32:35,P0079,S026,3,5.46,0.0,,2025-04-30 12:32:35
TXN00046473,2025-02-14 11:00:57,P0068,S027,3,2.51,0.0,,2025-02-14 11:00:57
TXN00057756,2025-02-24 09:34:12,P0096,S016,4,16.56,13.25,C019,2025-02-24 09:34:12
TXN00031404,2025-01-31 13:10:52,P0163,S013,3,5.75,5.18,C017,2025-01-31 13:10:52
TXN00063598,2025-03-02 16:13:06,P0121,S015,3,4.23,0.0,,2025-03-02 16:13:06
TXN00125223,2025-04-25 21:19:33,P0044,S009,2,3.12,0.0,,2025-04-25 21:19:33
TXN00098738,2025-04-02 20:21:14,P0048,S003,6,3.39,2.03,C002,2025-04-02 20:21:14
TXN00016055,2025-01-17 19:56:18,P0200,S015,3,12.92,0.0,,2025-01-17 19:56:18
TXN00074018,2025-03-11 20:18:47,P0069,S024,2,10.53,0.0,,2025-03-11 20:18:47
TXN00097699,2025-04-01 09:12:23,P0068,S025,2,2.53,0.0,,2025-04-01 09:12:23
TXN00036733,2025-02-05 18:42:19,P0197,S014,2,26.45,0.0,,2025-02-05 18:42:19
TXN00021749,2025-01-22 13:42:26,P0187,S011,1,5.31,0.0,,2025-01-22 13:42:26
TXN00097060,2025-03-31 16:39:47,P0048,S006,3,3.51,1.05,C002,2025-03-31 16:39:47
TXN00073989,2025-03-11 12:52:43,P0161,S022,4,2.99,1.79,C011,2025-03-11 12:52:43
TXN00108472,2025-04-11 17:58:22,P0146,S010,3,1.83,1.37,C034,2025-04-11 17:58:22
TXN00061387,2025-02-28 15:12:38,P0096,S016,4,16.72,13.38,C019,2025-02-28 15:12:38
TXN00006631,2025-01-07 17:24:00,P0146,S010,4,1.89,0.0,,2025-01-07 17:24:00
TXN00032935,2025-02-01 17:26:12,P0168,S006,3,8.93,0.0,,2025-02-01 17:26:12
TXN00041848,2025-02-09 17:10:23,P0069,S006,2,10.36,3.11,C007,2025-02-09 17:10:23
TXN00028401,2025-01-28 13:56:07,P0150,S015,1,15.08,0.0,,2025-01-28 13:56:07
TXN00093428,2025-03-29 19:59:44,P0193,S027,3,9.3,0.0,,2025-03-29 19:59:44
TXN00120844,2025-04-21 13:10:10,P0172,S027,2,3.7,1.48,C018,2025-04-21 13:10:10
TXN00034624,2025-02-02 18:41:26,P0200,S018,1,12.76,0.0,,2025-02-02 18:41:26
TXN00021209,2025-01-21 14:04:51,P0172,S003,2,3.73,0.0,,2025-01-21 14:04:51
TXN00085009,2025-03-21 13:19:47,P0051,S018,1,15.45,0.0,,2025-03-21 13:19:47
TXN00021252,2025-01-21 12:36:28,P0008,S018,1,4.47,0.0,,2025-01-21 12:36:28
TXN00114517,2025-04-15 17:25:00,P0095,S018,1,3.16,0.0,,2025-04-15 17:25:00
TXN00060155,2025-02-27 12:45:13,P0120,S018,1,9.57,0.0,,2025-02-27 12:45:13
TXN00078390,2025-03-15 13:50:00,P0001,S027,1,11.45,0.0,,2025-03-15 13:50:00
TXN00066668,2025-03-04 18:34:51,P0003,S008,1,11.48,0.0,,2025-03-04 18:34:51
TXN00116749,2025-04-18 10:10:01,P0161,S007,1,3.02,0.0,,2025-04-18 10:10:01
TXN00018514,2025-01-19 16:55:35,P0203,S011,2,7.4,0.0,,2025-01-19 16:55:35
TXN00022109,2025-01-22 11:53:06,P0146,S008,1,1.88,0.0,,2025-01-22 11:53:06
TXN00033053,2025-02-01 13:47:43,P0161,S001,2,2.88,0.0,,2025-02-01 13:47:43
TXN00088165,2025-03-23 17:27:42,P0150,S023,1,14.68,0.0,,2025-03-23 17:27:42
TXN00097709,2025-04-01 12:19:41,P0080,S001,1,7.63,0.0,,2025-04-01 12:19:41
TXN00044240,2025-02-12 16:05:43,P0176,S024,2,2.79,0.0,,2025-02-12 16:05:43
TXN00008293,2025-01-09 18:39:15,P0125,S018,2,11.4,0.0,,2025-01-09 18:39:15
TXN00025478,2025-01-25 16:17:03,P0028,S012,2,16.57,0.0,,2025-01-25 16:17:03
TXN00054905,2025-02-22 21:59:24,P0043,S005,2,11.15,0.0,,2025-02-22 21:59:24
TXN00047280,2025-02-15 12:03:54,P0203,S023,2,7.49,0.0,,2025-02-15 12:03:54
TXN00112006,2025-04-13 16:59:36,P0164,S019,4,7.78,0.0,,2025-04-13 16:59:36
TXN00066517,2025-03-04 14:25:40,P0176,S012,2,2.78,0.0,,2025-03-04 14:25:40
TXN00112015,2025-04-13 11:35:50,P0172,S003,1,3.69,0.22,,2025-04-13 11:35:50
TXN00116007,2025-04-17 11:22:56,P0021,S023,1,4.67,0.0,,2025-04-17 11:22:56
TXN00130814,2025-04-29 19:44:27,P0146,S006,1,1.85,0.0,,2025-04-29 19:44:27
TXN00026013,2025-01-26 11:39:51,P0058,S022,2,1.76,0.0,,2025-01-26 11:39:51
TXN00090849,2025-03-27 20:24:10,P0172,S002,1,3.75,0.0,,2025-03-27 20:24:10
TXN00090378,2025-03-26 20:22:02,P0068,S004,3,2.49,0.0,,2025-03-26 20:22:02
TXN00057737,2025-02-24 11:47:22,P0139,S015,2,2.45,0.0,,2025-02-24 11:47:22
TXN00013101,2025-01-13 19:02:58,P0079,S007,2,5.21,0.0,,2025-01-13 19:02:58
TXN00055798,2025-02-23 11:40:38,P0150,S006,2,15.01,0.0,,2025-02-23 11:40:38
TXN00116366,2025-04-17 14:46:20,P0149,S001,1,3.58,0.0,,2025-04-17 14:46:20
TXN00005585,2025-01-05 10:40:39,P0172,S014,4,3.6,0.0,,2025-01-05 10:40:39
TXN00029492,2025-01-29 12:18:07,P0150,S001,1,15.06,0.0,,2025-01-29 12:18:07
TXN00124224,2025-04-24 16:48:54,P0003,S011,2,11.74,0.0,,2025-04-24 16:48:54
TXN00106173,2025-04-08 21:59:24,P0053,S009,2,7.28,0.0,,2025-04-08 21:59:24
TXN00074944,2025-03-12 12:04:34,P0131,S015,1,2.13,0.0,,2025-03-12 12:04:34
TXN00128853,2025-04-27 18:45:29,P0161,S008,1,2.92,0.0,,2025-04-27 18:45:29
TXN00083273,2025-03-20 20:37:16,P0146,S024,1,1.82,0.04,,2025-03-20 20:37:16
TXN00007914,2025-01-08 16:47:11,P0195,S022,3,4.79,0.0,,2025-01-08 16:47:11
TXN00091139,2025-03-27 12:14:05,P0142,S022,2,3.9,0.0,,2025-03-27 12:14:05
TXN00049554,2025-02-16 11:47:37,P0172,S027,1,3.65,0.0,,2025-02-16 11:47:37
TXN00093290,2025-03-29 21:59:24,P0121,S001,1,4.14,1.66,C023,2025-03-29 21:59:24
TXN00039013,2025-02-07 18:13:07,P0078,S021,4,9.42,0.0,,2025-02-07 18:13:07
TXN00058611,2025-02-25 16:22:37,P0178,S005,1,5.7,0.0,,2025-02-25 16:22:37
TXN00129857,2025-04-28 18:23:55,P0203,S020,3,7.49,2.14,,2025-04-28 18:23:55
TXN00113048,2025-04-14 17:09:02,P0184,S014,2,18.15,0.0,,2025-04-14 17:09:02
TXN00011573,2025-01-12 13:30:50,P0152,S024,2,7.74,0.0,,2025-01-12 13:30:50
TXN00032103,2025-02-01 19:12:06,P0150,S001,2,15.0,0.0,,2025-02-01 19:12:06
TXN00028749,2025-01-29 11:07:32,P0123,S009,1,11.84,0.0,,2025-01-29 11:07:32
TXN00031560,2025-01-31 17:50:47,P0151,S023,2,9.89,0.0,,2025-01-31 17:50:47
TXN00107604,2025-04-10 18:10:11,P0068,S015,1,2.6,0.0,,2025-04-10 18:10:11
TXN00110748,2025-04-12 10:46:56,P0071,S015,2,25.79,10.32,C013,2025-04-12 10:46:56
TXN00124579,2025-04-25 19:35:27,P0045,S010,2,3.49,0.26,,2025-04-25 19:35:27
TXN00023971,2025-01-24 16:34:12,P0061,S012,1,8.6,0.51,,2025-01-24 16:34:12
TXN00123546,2025-04-24 11:29:18,P0131,S013,1,2.16,0.0,,2025-04-24 11:29:18
TXN00115730,2025-04-17 19:13:14,P0201,S001,3,9.53,0.0,,2025-04-17 19:13:14
TXN00061658,2025-02-28 18:06:22,P0003,S028,3,12.04,0.0,,2025-02-28 18:06:22
TXN00106027,2025-04-08 18:54:31,P0161,S020,2,2.91,0.0,,2025-04-08 18:54:31
TXN00088961,2025-03-24 17:13:23,P0071,S014,2,26.33,10.53,C013,2025-03-24 17:13:23
TXN00088625,2025-03-24 11:14:00,P0150,S001,3,14.71,0.0,,2025-03-24 11:14:00
TXN00007603,2025-01-08 18:36:01,P0171,S001,2,9.62,0.0,,2025-01-08 18:36:01
TXN00037200,2025-02-05 20:13:30,P0008,S014,1,4.36,0.0,,2025-02-05 20:13:30
TXN00087011,2025-03-23 19:57:39,P0037,S001,2,17.97,0.0,,2025-03-23 19:57:39
TXN00103410,2025-04-06 13:40:11,P0161,S022,2,2.85,0.0,,2025-04-06 13:40:11
TXN00028647,2025-01-29 20:24:26,P0170,S006,1,3.52,0.0,,2025-01-29 20:24:26
TXN00111203,2025-04-12 19:35:28,P0186,S024,2,2.89,0.0,,2025-04-12 19:35:28
TXN00030792,2025-01-31 14:17:57,P0199,S027,1,2.61,0.0,,2025-01-31 14:17:57
TXN00083814,2025-03-20 16:52:35,P0197,S005,1,26.73,1.77,,2025-03-20 16:52:35
TXN00041320,2025-02-09 19:41:46,P0068,S025,4,2.55,0.0,,2025-02-09 19:41:46
TXN00063500,2025-03-01 12:02:42,P0161,S018,3,2.96,0.0,,2025-03-01 12:02:42
TXN00049400,2025-02-16 19:00:32,P0213,S027,4,2.15,0.0,,2025-02-16 19:00:32
TXN00035177,2025-02-03 20:00:00,P0018,S014,3,5.07,0.0,,2025-02-03 20:00:00
TXN00062509,2025-03-01 19:31:05,P0102,S011,2,8.13,0.0,,2025-03-01 19:31:05
TXN00047253,2025-02-15 16:19:35,P0049,S005,2,10.51,3.15,C001,2025-02-15 16:19:35
TXN00118151,2025-04-19 18:48:05,P0015,S022,5,6.94,3.47,C004,2025-04-19 18:48:05
TXN00091032,2025-03-27 10:03:49,P0072,S021,3,12.31,0.0,,2025-03-27 10:03:49
TXN00080314,2025-03-16 19:02:04,P0184,S024,3,18.83,0.0,,2025-03-16 19:02:04
TXN00070211,2025-03-08 16:58:05,P0187,S003,2,5.29,0.0,,2025-03-08 16:58:05
TXN00070726,2025-03-08 10:26:19,P0068,S028,1,2.63,0.0,,2025-03-08 10:26:19
TXN00070349,2025-03-08 13:35:47,P0203,S026,1,7.58,0.0,,2025-03-08 13:35:47
TXN00075312,2025-03-12 15:08:14,P0138,S006,1,8.85,0.0,,2025-03-12 15:08:14
TXN00006938,2025-01-07 13:26:17,P0131,S004,4,2.1,0.0,,2025-01-07 13:26:17
TXN00105695,2025-04-07 12:27:48,P0197,S015,3,26.45,3.35,,2025-04-07 12:27:48
TXN00091333,2025-03-27 19:55:38,P0202,S004,3,7.59,0.0,,2025-03-27 19:55:38
TXN00052903,2025-02-20 16:53:06,P0196,S018,2,4.29,0.0,,2025-02-20 16:53:06
TXN00067662,2025-03-05 19:33:10,P0203,S001,3,7.37,0.0,,2025-03-05 19:33:10
TXN00046372,2025-02-14 17:00:07,P0009,S015,1,6.65,0.0,,2025-02-14 17:00:07
TXN00031465,2025-01-31 21:13:30,P0162,S008,1,5.83,0.0,,2025-01-31 21:13:30
TXN00117410,2025-04-18 18:38:04,P0187,S001,4,5.17,0.0,,2025-04-18 18:38:04
TXN00081283,2025-03-17 15:27:33,P0096,S023,4,16.28,0.0,,2025-03-17 15:27:33
