inventory_id,snapshot_date,product_id,store_id,stock_quantity,last_modified_timestamp
INV00000398,2025-02-16,P0105,S001,8,2025-02-16 23:00:00
INV00000399,2025-02-23,P0105,S001,8,2025-02-23 23:00:00
INV00000400,2025-03-02,P0105,S001,6,2025-03-02 23:00:00
INV00000401,2025-03-09,P0105,S001,6,2025-03-09 23:00:00
INV00000402,2025-03-16,P0105,S001,6,2025-03-16 23:00:00
INV00000403,2025-03-23,P0105,S001,5,2025-03-23 23:00:00
INV00000404,2025-03-30,P0105,S001,4,2025-03-30 23:00:00
INV00000405,2025-04-06,P0105,S001,4,2025-04-06 23:00:00
INV00000406,2025-04-13,P0105,S001,4,2025-04-13 23:00:00
INV00000407,2025-04-20,P0105,S001,4,2025-04-20 23:00:00
INV00000408,2025-04-27,P0105,S001,4,2025-04-27 23:00:00
INV00000409,2025-01-05,P0150,S001,298,2025-01-05 23:00:00
INV00000410,2025-01-12,P0150,S001,204,2025-01-12 23:00:00
INV00000411,2025-01-19,P0150,S001,512,2025-01-19 23:00:00
INV00000412,2025-01-26,P0150,S001,415,2025-01-26 23:00:00
INV00000413,2025-02-02,P0150,S001,337,2025-02-02 23:00:00
INV00000414,2025-02-09,P0150,S001,267,2025-02-09 23:00:00
INV00000415,2025-02-16,P0150,S001,182,2025-02-16 23:00:00
INV00000416,2025-02-23,P0150,S001,488,2025-02-23 23:00:00
INV00000417,2025-03-02,P0150,S001,415,2025-03-02 23:00:00
INV00000418,2025-03-09,P0150,S001,349,2025-03-09 23:00:00
INV00000419,2025-03-16,P0150,S001,289,2025-03-16 23:00:00
INV00000420,2025-03-23,P0150,S001,197,2025-03-23 23:00:00
INV00000421,2025-03-30,P0150,S001,435,2025-03-30 23:00:00
INV00000422,2025-04-06,P0150,S001,371,2025-04-06 23:00:00
INV00000423,2025-04-13,P0150,S001,311,2025-04-13 23:00:00
INV00000424,2025-04-20,P0150,S001,223,2025-04-20 23:00:00
INV00000425,2025-04-27,P0150,S001,185,2025-04-27 23:00:00
INV00000426,2025-01-05,P0093,S001,11,2025-01-05 23:00:00
INV00000427,2025-01-12,P0093,S001,11,2025-01-12 23:00:00
INV00000428,2025-01-19,P0093,S001,24,2025-01-19 23:00:00
INV00000429,2025-01-26,P0093,S001,17,2025-01-26 23:00:00
INV00000430,2025-02-02,P0093,S001,13,2025-02-02 23:00:00
INV00000431,2025-02-09,P0093,S001,30,2025-02-09 23:00:00
INV00000432,2025-02-16,P0093,S001,28,2025-02-16 23:00:00
INV00000433,2025-02-23,P0093,S001,23,2025-02-23 23:00:00
INV00000434,2025-03-02,P0093,S001,19,2025-03-02 23:00:00
INV00000435,2025-03-09,P0093,S001,16,2025-03-09 23:00:00
INV00000436,2025-03-16,P0093,S001,12,2025-03-16 23:00:00
INV00000437,2025-03-23,P0093,S001,10,2025-03-23 23:00:00
INV00000438,2025-03-30,P0093,S001,10,2025-03-30 23:00:00
INV00000439,2025-04-06,P0093,S001,20,2025-04-06 23:00:00
INV00000440,2025-04-13,P0093,S001,16,2025-04-13 23:00:00
INV00000441,2025-04-20,P0093,S001,12,2025-04-20 23:00:00
INV00000442,2025-04-27,P0093,S001,9,2025-04-27 23:00:00
INV00000443,2025-01-05,P0046,S001,17,2025-01-05 23:00:00
INV00000444,2025-01-12,P0046,S001,12,2025-01-12 23:00:00
INV00000445,2025-01-19,P0046,S001,32,2025-01-19 23:00:00
INV00000446,2025-01-26,P0046,S001,23,2025-01-26 23:00:00
INV00000447,2025-02-02,P0046,S001,22,2025-02-02 23:00:00
INV00000448,2025-02-09,P0046,S001,15,2025-02-09 23:00:00
INV00000449,2025-02-16,P0046,S001,13,2025-02-16 23:00:00
INV00000450,2025-02-23,P0046,S001,10,2025-02-23 23:00:00
INV00000451,2025-03-02,P0046,S001,39,2025-03-02 23:00:00
INV00000452,2025-03-09,P0046,S001,38,2025-03-09 23:00:00
INV00000453,2025-03-16,P0046,S001,35,2025-03-16 23:00:00
INV00000454,2025-03-23,P0046,S001,31,2025-03-23 23:00:00
INV00000455,2025-03-30,P0046,S001,20,2025-03-30 23:00:00
INV00000456,2025-04-06,P0046,S001,17,2025-04-06 23:00:00
INV00000457,2025-04-13,P0046,S001,12,2025-04-13 23:00:00
INV00000458,2025-04-20,P0046,S001,23,2025-04-20 23:00:00
INV00000459,2025-04-27,P0046,S001,21,2025-04-27 23:00:00
INV00000460,2025-01-05,P0172,S001,122,2025-01-05 23:00:00
INV00000461,2025-01-12,P0172,S001,100,2025-01-12 23:00:00
INV00000462,2025-01-19,P0172,S001,62,2025-01-19 23:00:00
INV00000463,2025-01-26,P0172,S001,159,2025-01-26 23:00:00
INV00000464,2025-02-02,P0172,S001,138,2025-02-02 23:00:00
INV00000465,2025-02-09,P0172,S001,114,2025-02-09 23:00:00
INV00000466,2025-02-16,P0172,S001,92,2025-02-16 23:00:00
INV00000467,2025-02-23,P0172,S001,72,2025-02-23 23:00:00
INV00000468,2025-03-02,P0172,S001,58,2025-03-02 23:00:00
INV00000469,2025-03-09,P0172,S001,183,2025-03-09 23:00:00
INV00000470,2025-03-16,P0172,S001,167,2025-03-16 23:00:00
INV00000471,2025-03-23,P0172,S001,146,2025-03-23 23:00:00
INV00000472,2025-03-30,P0172,S001,124,2025-03-30 23:00:00
INV00000473,2025-04-06,P0172,S001,96,2025-04-06 23:00:00
INV00000474,2025-04-13,P0172,S001,133,2025-04-13 23:00:00
INV00000475,2025-04-20,P0172,S001,79,2025-04-20 23:00:00
INV00000476,2025-04-27,P0172,S001,175,2025-04-27 23:00:00
INV00000477,2025-01-05,P0027,S001,7,2025-01-05 23:00:00
INV00000478,2025-01-12,P0027,S001,14,2025-01-12 23:00:00
INV00000479,2025-01-19,P0027,S001,14,2025-01-19 23:00:00
INV00000480,2025-01-26,P0027,S001,14,2025-01-26 23:00:00
INV00000481,2025-02-02,P0027,S001,11,2025-02-02 23:00:00
INV00000482,2025-02-09,P0027,S001,11,2025-02-09 23:00:00
INV00000483,2025-02-16,P0027,S001,11,2025-02-16 23:00:00
INV00000484,2025-02-23,P0027,S001,11,2025-02-23 23:00:00
INV00000485,2025-03-02,P0027,S001,11,2025-03-02 23:00:00
INV00000486,2025-03-09,P0027,S001,10,2025-03-09 23:00:00
INV00000487,2025-03-16,P0027,S001,10,2025-03-16 23:00:00
INV00000488,2025-03-23,P0027,S001,10,2025-03-23 23:00:00
INV00000489,2025-03-30,P0027,S001,9,2025-03-30 23:00:00
INV00000490,2025-04-06,P0027,S001,8,2025-04-06 23:00:00
INV00000491,2025-04-13,P0027,S001,6,2025-04-13 23:00:00
INV00000492,2025-04-20,P0027,S001,4,2025-04-20 23:00:00
INV00000493,2025-04-27,P0027,S001,4,2025-04-27 23:00:00
INV00000494,2025-01-05,P0056,S001,12,2025-01-05 23:00:00
INV00000495,2025-01-12,P0056,S001,12,2025-01-12 23:00:00
INV00000496,2025-01-19,P0056,S001,11,2025-01-19 23:00:00
INV00000497,2025-01-26,P0056,S001,11,2025-01-26 23:00:00
INV00000498,2025-02-02,P0056,S001,11,2025-02-02 23:00:00
INV00000499,2025-02-09,P0056,S001,9,2025-02-09 23:00:00
INV00000500,2025-02-16,P0056,S001,9,2025-02-16 23:00:00
